,rank_1,rank_2,rank_3,rank_4,epoch,backward,val_loss
0,47.805633223737274,47.56401470877821,48.849399131125246,50.151127253137346,10,410,11.006788063049317
1,49.60808682504778,47.53649219038746,48.404760374712076,49.739694981938555,20,820,11.006779861450195
2,47.75421122885065,47.59142214190523,48.18827584805366,49.52776861839936,30,1230,11.006402206420898
3,46.9490580265798,44.913929200427255,42.651563793308945,44.07484027810822,40,1640,10.944631385803223
4,43.23474435809879,29.207126686788794,26.104009020859916,25.250949699350542,50,2050,10.560408592224121
5,2.6772847179241777,2.662328621514098,8.443778999184731,12.807664450960555,60,2460,10.294546699523925
6,1.88117463637884,1.5752626037585475,4.432810137372581,7.085592857007929,70,2870,10.222355079650878
7,25.713224765857497,17.028490654807236,15.656757671676363,19.34022347076705,80,3280,9.964244651794434
8,1.9965509002230717,2.896549170815572,14.189051753320712,16.320697216933162,90,3690,10.033399391174317
9,1.2720114792189134,0.9475924726010146,3.3375973337273277,5.582841735744586,100,4100,9.719901084899902
10,1.3618213303988758,1.105308256368635,11.6373999520689,14.828236946251812,110,4510,9.9885498046875
11,1.1778855931472263,0.9016024423149808,9.542635152243488,10.501452854095525,120,4920,9.718561172485352
12,1.0866561823184908,0.8409696486858267,10.342289931155342,10.643372740047914,130,5330,9.781075477600098
13,1.098624456259663,0.829833312952631,3.074983243338941,4.993630014301383,140,5740,9.531303405761719
14,1.0981799476827745,0.8061894128119674,2.9752030709590813,4.770037897110862,150,6150,9.699644470214844
15,1.038496306826777,0.8188096138605362,4.159536961413634,7.773403062040648,160,6560,9.472855186462402
16,1.0381712898028155,0.814549010479762,6.409720822400996,10.108735703698107,170,6970,9.531543922424316
17,0.9974485685652807,0.7688283286833173,5.233171616220924,8.407343967032933,180,7380,9.543009185791016
18,0.9805668019677487,0.7303555698794538,3.6348836608960773,6.527947116684795,190,7790,9.544349479675294
19,0.9769151401102983,0.7854152983967447,4.643168710695537,8.125584483250453,200,8200,9.560672569274903
20,0.9678433414120776,0.7378777386068894,3.1275133847320227,5.066386298026859,210,8610,9.505576515197754
21,1.0126096568006633,0.7977612537104591,10.063707351528477,11.025784095264761,220,9020,9.284498977661134
22,0.9601815430383959,0.7279706114352734,2.8759245456843976,4.6610768288661735,230,9430,9.447091102600098
23,0.9846677520642046,0.7524372487805002,3.155964465076665,5.138882545737047,240,9840,9.481279754638672
24,0.9400113689043117,0.7545087835277042,3.1318890656859284,5.113844365276596,250,10250,9.381033325195313
25,0.9872535492695458,0.8185549571067428,4.095025876019566,7.009793853011623,260,10660,9.532855415344239
26,0.946535607694128,0.8004645330968813,11.123405737121905,11.051432015347267,270,11070,9.404354095458984
27,1.1019941180522055,0.8921115809909116,11.253995097406502,14.673401938206835,280,11480,9.421724700927735
28,0.9350691982752494,0.7063492735891612,2.8901317775682087,4.619497966697696,290,11890,9.399003028869629
29,0.9916269401066754,0.7997299463070926,5.526433781575161,9.303813646355323,300,12300,9.385994338989258
30,0.953337066886735,0.7278041050962546,3.3150927854907546,5.543937956721877,310,12710,9.503384208679199
31,0.9656829341351567,0.7499592426762799,6.660782382739532,10.231640082417668,320,13120,9.124567985534668
32,0.9438112002873915,0.6878229947506918,2.810292993033513,4.435449257349096,330,13530,9.383433723449707
33,0.9290946206288975,0.7044785258978328,3.0942545478246366,5.094772068569166,340,13940,9.182206916809083
34,1.0408717988989666,0.9090952275708248,11.856758880023405,13.20596789230707,350,14350,9.602071380615234
35,0.9440262850826602,0.77524861722607,7.019840875341243,10.549087267608503,360,14760,9.283874130249023
36,1.016571996695724,0.8571599415327682,3.8277175404571984,6.713233238795795,370,15170,9.432849311828614
37,0.9595219496662386,0.7540386479822394,6.58431598494839,8.954352142087027,380,15580,9.215822792053222
38,0.9225417038663786,0.7102278918392452,3.2820170314684693,5.241106588942001,390,15990,9.43634910583496
39,0.9441744546082897,0.7372753774392627,3.3313761772916073,5.5083518785838645,400,16400,9.229511642456055
40,0.9628390351754932,0.7574226444605324,3.3756090023319265,5.633193077279357,410,16810,9.324412536621093
41,0.9846390740915021,0.7771340566531941,3.830192821063759,6.399426557818978,420,17220,9.362730979919434
42,0.9302799768339336,0.7412176598777951,3.602434050340836,6.1230740298026385,430,17630,9.390571403503419
43,0.8980172575436332,0.7017752465114107,6.642122575090072,10.070626977319828,440,18040,9.4111572265625
44,0.9628342555133761,0.7619281101045694,3.574935000998717,6.012035662355369,450,18450,9.386211395263672
45,0.9685363924190544,0.7664188840128106,4.6659149283404435,7.47294489651523,460,18860,9.168627548217774
46,0.9004023089400569,0.6830530778623309,3.0651187374897177,4.818577953297771,470,19270,9.349575424194336
47,0.9289607900896192,0.7505371176175802,3.736901106131867,6.468249423198273,480,19680,9.389470481872559
48,0.9079924123819824,0.708019234224614,3.5111269538834353,5.856456413301123,490,20090,9.085115242004395
49,0.9333580792373342,0.7695286347562492,3.6264032616582145,6.113380963163836,500,20500,9.201782035827637
